poi_id,name,category,latitude,longitude,zone,mandatory,off_day,is_24_hours,opening_time_24h,closing_time_24h,closes_next_day,google_rating,review_count,metadata_source,metadata_collected_date,source_url,visit_duration_min,visit_duration_class,visit_duration_basis,admission_cost_rm,cost_source_url,cost_verified_date,indoor_ratio,shelter_ratio,exposure_ratio_basis,rating_norm,review_norm,zone_score,utility_score,utility_formula_version
11,Memorial Lim Lian Geok,Cultural / Historical,3.137045,101.701202,B,NO,NONE,NO,10:00,17:00,NO,4.600000,102,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Memorial%20Lim%20Lian%20Geok%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://llgcultural.com/2016/02/memorial-lim-lian-geok-exhibition-hall/?lang=en,2026-07-20,0.200000,0.100000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,4.015612,8.000000,7.071871,U1_equal_rating_review_zone
12,Butterfly Park,Parks/Outdoor,3.145333,101.688667,B,NO,NONE,NO,09:00,16:30,NO,4.200000,6052,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Butterfly%20Park%20Kuala%20Lumpur,30,Quick stop (20-30 min),Researcher-assigned benchmark estimate based on attraction type,25.000000,https://www.visitselangor.com/kuala-lumpur-butterfly-park/,2026-07-20,0.100000,0.300000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.400000,7.545035,8.000000,7.981678,U1_equal_rating_review_zone
13,Menara Berkembar Petronas,Modern Landmarks,3.158593,101.711866,A,YES,NONE,NO,09:00,21:00,NO,4.700000,102926,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Menara%20Berkembar%20Petronas%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,127.000000,https://www.petronastwintowers.com.my/plan-your-visit/admission-ticketing/,2026-07-20,0.700000,0.300000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.400000,10.000000,10.000000,9.800000,U1_equal_rating_review_zone
14,Menara Kuala Lumpur,Modern Landmarks,3.152859,101.703760,A,NO,NONE,NO,09:00,22:00,NO,4.500000,41883,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Menara%20Kuala%20Lumpur%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,80.000000,https://www.tourismmalaysia.or.jp/area/kl_02.html,2026-07-20,0.500000,0.200000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.000000,9.220990,10.000000,9.406997,U1_equal_rating_review_zone
15,Pintasan Saloma,Modern Landmarks,3.161270,101.708010,A,NO,NONE,NO,05:00,00:00,YES,4.600000,3907,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Pintasan%20Saloma%20Kuala%20Lumpur,30,Quick stop (20-30 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.cktravels.com/saloma-bridge-kuala-lumpur-malaysia/,2026-07-20,0.100000,0.200000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,7.165952,10.000000,8.788651,U1_equal_rating_review_zone
16,Thean Hou Temple,Religious Sites,3.122167,101.687711,C,NO,NONE,NO,08:00,20:00,NO,4.600000,16547,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Thean%20Hou%20Temple%20Kuala%20Lumpur,90,Extended visit (90 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://travellinghan.com/2025/01/29/thean-hou-temple-kuala-lumpur-a-guide-to-visiting/,2026-07-20,0.400000,0.500000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,8.416401,6.000000,7.872134,U1_equal_rating_review_zone
17,Merdeka 118,Modern Landmarks,3.142786,101.700862,A,NO,NONE,YES,00:00,23:59,NO,4.600000,2552,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Merdeka%20118%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://merdeka118.com/attractions/118-mall,2026-07-20,0.100000,0.100000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,6.797069,10.000000,8.665690,U1_equal_rating_review_zone
18,National Monument,Modern Landmarks,3.148890,101.683890,B,NO,NONE,NO,07:00,18:00,NO,4.500000,4329,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=National%20Monument%20Kuala%20Lumpur,45,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.visitselangor.com/tugu-negara-national-monument/,2026-07-20,0.000000,0.100000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.000000,7.254796,8.000000,8.084932,U1_equal_rating_review_zone
19,Royal Selangor Visitor Centre,Cultural / Historical,3.196900,101.724434,C,NO,NONE,NO,09:00,17:00,NO,4.500000,5641,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Royal%20Selangor%20Visitor%20Centre%20Kuala%20Lumpur,30,Quick stop (20-30 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.visitselangor.com/royal-selangor-visitor-centre/,2026-07-20,0.700000,0.500000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.000000,7.484112,6.000000,7.494704,U1_equal_rating_review_zone
20,Central Market,Shopping/Retail,3.146249,101.695201,B,NO,NONE,NO,10:00,22:00,NO,4.300000,60603,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Central%20Market%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://centralmarket.com.my/,2026-07-20,0.800000,0.500000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.600000,9.541094,8.000000,8.713698,U1_equal_rating_review_zone
21,Laluan Kasturi,Shopping/Retail,3.145861,101.695856,B,NO,NONE,NO,10:00,22:00,NO,4.400000,841,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Laluan%20Kasturi%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.tripadvisor.com.my/Attraction_Review-g298570-d8817883-Reviews-Kasturi_Walk-Kuala_Lumpur_Wilayah_Persekutuan.html,2026-07-20,0.600000,0.400000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.800000,5.836000,8.000000,7.545333,U1_equal_rating_review_zone
22,Pavilion Kuala Lumpur,Shopping/Retail,3.150005,101.712466,A,NO,NONE,NO,10:00,22:00,NO,4.600000,63394,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Pavilion%20Kuala%20Lumpur%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.pavilion-kl.com/,2026-07-20,0.900000,0.800000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,9.580104,10.000000,9.593368,U1_equal_rating_review_zone
23,Suria KLCC,Shopping/Retail,3.158103,101.712866,A,NO,NONE,NO,10:00,22:00,NO,4.600000,75193,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Suria%20KLCC%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.suriaklcc.com.my/mall-services/,2026-07-20,0.900000,0.800000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,9.727989,10.000000,9.642663,U1_equal_rating_review_zone
24,Food Court Lot 10,Dining/Food,3.146368,101.711942,A,NO,NONE,NO,10:00,21:30,NO,4.100000,6539,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Food%20Court%20Lot%2010%20Kuala%20Lumpur,90,Extended visit (90 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2396843-Reviews-Lot_10_Hutong-Kuala_Lumpur_Wilayah_Persekutuan.html,2026-07-20,0.800000,0.700000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.200000,7.612081,10.000000,8.604027,U1_equal_rating_review_zone
25,Berjaya Times Square,Shopping/Retail,3.142499,101.709440,A,NO,NONE,NO,10:00,22:00,NO,4.300000,33894,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Berjaya%20Times%20Square%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://berjayatimessquarekl.com/about-us/,2026-07-20,0.900000,0.800000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.600000,9.037624,10.000000,9.212541,U1_equal_rating_review_zone
26,Plaza Pudu,Shopping/Retail,3.137913,101.714003,B,NO,NONE,NO,12:30,20:00,NO,3.900000,200,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Plaza%20Pudu%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.facebook.com/MalaysiaMalls/posts/pudu-plaza-why-no-one-come-here-shopping-cny/122204643764206261/,2026-07-20,0.700000,0.400000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,7.800000,4.594878,8.000000,6.798293,U1_equal_rating_review_zone
27,Kompleks ICC Pudu,Shopping/Retail,3.138383,101.714251,B,NO,NONE,NO,06:00,14:00,NO,4.000000,9372,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Kompleks%20ICC%20Pudu%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d11641751-Reviews-ICC_Pudu-Kuala_Lumpur_Wilayah_Persekutuan.html,2026-07-20,0.800000,0.500000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.000000,7.923901,8.000000,7.974634,U1_equal_rating_review_zone
28,Fahrenheit 88,Shopping/Retail,3.147410,101.712521,A,NO,NONE,NO,10:00,22:00,NO,4.200000,13859,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Fahrenheit%2088%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://fahrenheit88.com/,2026-07-20,0.900000,0.800000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.400000,8.262821,10.000000,8.887607,U1_equal_rating_review_zone
29,Dong Teh Mun Food Court,Dining/Food,3.143345,101.697654,B,NO,NONE,NO,07:00,02:00,YES,4.300000,42,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Dong%20Teh%20Mun%20Food%20Court%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://wanderlog.com/place/details/6358158/dong-teh-mun-food-court,2026-07-20,0.400000,0.300000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.600000,3.258771,8.000000,6.619590,U1_equal_rating_review_zone
30,Taman Eko Rimba Kuala Lumpur,Parks/Outdoor,3.155749,101.702470,A,NO,NONE,NO,08:00,16:30,NO,4.100000,8746,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Taman%20Eko%20Rimba%20Kuala%20Lumpur%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,40.000000,https://www.malaysia.travel/explore/kl-forest-eco-park-2,2026-07-20,0.100000,0.400000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.200000,7.864012,10.000000,8.688004,U1_equal_rating_review_zone
31,Taman Tasik Titiwangsa,Parks/Outdoor,3.178881,101.704289,C,NO,NONE,NO,06:00,19:00,NO,4.600000,1814,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Taman%20Tasik%20Titiwangsa%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.visitselangor.com/titiwangsa-park/,2026-07-20,0.100000,0.300000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,6.501461,6.000000,7.233820,U1_equal_rating_review_zone
32,The Starhill,Shopping/Retail,3.148882,101.714269,A,NO,NONE,NO,10:00,22:00,NO,4.300000,3167,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=The%20Starhill%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://thestarhill.com.my/,2026-07-20,0.900000,0.800000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.600000,6.984069,10.000000,8.528023,U1_equal_rating_review_zone
33,Kuala Lumpur Railway Station,Cultural / Historical,3.139934,101.693761,B,NO,NONE,YES,00:00,23:59,NO,4.200000,815,Google Maps; Tourism Malaysia,2026-07-20,https://www.google.com/maps/search/?api=1&query=Kuala%20Lumpur%20Railway%20Station,30,Quick stop (20-30 min),Researcher-assigned heritage photo-stop duration based on attraction type,0.000000,https://ebrochures.malaysia.travel/en/kuala-lumpur/04-12-doing-the-sights/,2026-07-20,0.000000,0.300000,Researcher estimate for exterior heritage viewing with limited covered frontage,8.400000,5.808824,8.000000,7.402941,U1_equal_rating_review_zone
34,National Mosque of Malaysia,Religious Sites,3.141919,101.692099,B,NO,NONE,NO,05:30,23:00,NO,4.800000,26677,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=National%20Mosque%20of%20Malaysia%20Kuala%20Lumpur,45,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.visitselangor.com/masjid-negara-national-mosque/,2026-07-20,0.600000,0.300000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.600000,8.830179,8.000000,8.810060,U1_equal_rating_review_zone
35,Sri Maha Mariamman Temple,Religious Sites,3.144542,101.696025,B,NO,NONE,NO,07:30,10:34,NO,4.400000,4582,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Sri%20Maha%20Mariamman%20Temple%20Kuala%20Lumpur,20,Quick stop (20-30 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.tripadvisor.com/ShowUserReviews-g298570-d454885-r359719786-Sri_Maha_Mariamman_Temple-Kuala_Lumpur_Wilayah_Persekutuan.html,2026-07-20,0.500000,0.200000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.800000,7.303997,8.000000,8.034666,U1_equal_rating_review_zone
36,Sin Sze Si Ya Temple,Religious Sites,3.145501,101.696418,B,NO,NONE,NO,07:00,17:00,NO,4.400000,2426,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Sin%20Sze%20Si%20Ya%20Temple%20Kuala%20Lumpur,20,Quick stop (20-30 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://airial.travel/attractions/malaysia/kuala-lumpur/sin-sze-si-ya-temple-kuala-lumpur-hYnwib3n,2026-07-20,0.500000,0.200000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.800000,6.753217,8.000000,7.851072,U1_equal_rating_review_zone
37,St Mary's Cathedral,Religious Sites,3.150345,101.693235,B,NO,NONE,NO,09:00,17:00,NO,4.700000,608,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=St%20Mary%27s%20Cathedral%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://stmaryscathedral.org.my/opening-hours/,2026-07-20,0.600000,0.300000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.400000,5.555314,8.000000,7.651771,U1_equal_rating_review_zone
38,Buddha Jayanti Temple,Religious Sites,3.133222,101.717716,C,NO,NONE,NO,08:00,17:00,NO,4.700000,83,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Buddha%20Jayanti%20Temple%20Kuala%20Lumpur,20,Quick stop (20-30 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.malaysia-traveller.com/Buddha-Jayanti-Temple.html,2026-07-20,0.500000,0.200000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.400000,3.838939,6.000000,6.412980,U1_equal_rating_review_zone
39,Jalan Alor Street Art,Dining/Food,3.147219,101.709228,A,NO,NONE,YES,00:00,23:59,NO,4.000000,921,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Jalan%20Alor%20Street%20Art%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.trip.com/moments/poi-jalan-alor-street-art-1-104152033/,2026-07-20,0.100000,0.100000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.000000,5.914641,10.000000,7.971547,U1_equal_rating_review_zone
40,Jalan Petaling,Dining/Food,3.145203,101.697513,B,NO,NONE,NO,11:00,00:00,YES,4.000000,480,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Jalan%20Petaling%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.tripadvisor.com.my/Attraction_Review-g298570-d17393332-Reviews-Petaling_Street_Market-Kuala_Lumpur_Wilayah_Persekutuan.html,2026-07-20,0.300000,0.200000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.000000,5.350882,8.000000,7.116961,U1_equal_rating_review_zone
41,KL Pudu Wai Sek Kai,Dining/Food,3.134968,101.712896,B,NO,NONE,NO,13:00,22:00,NO,3.700000,1321,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=KL%20Pudu%20Wai%20Sek%20Kai%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://live2makan.com/2023/05/17/eating-our-way-through-wai-sek-street-at-kl/,2026-07-20,0.200000,0.100000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,7.400000,6.226859,8.000000,7.208953,U1_equal_rating_review_zone
42,Kwai Chai Hong,Dining/Food,3.141483,101.697577,B,NO,NONE,NO,09:00,00:00,YES,4.300000,4051,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Kwai%20Chai%20Hong%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.atlasobscura.com/places/kwai-chai-hong-malaysia,2026-07-20,0.200000,0.100000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.600000,7.197303,8.000000,7.932434,U1_equal_rating_review_zone
43,Tapak Urban Street Dining Stadium KL,Dining/Food,3.101557,101.722136,C,NO,NONE,NO,17:00,01:00,YES,4.100000,1061,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Tapak%20Urban%20Street%20Dining%20Stadium%20KL%20Kuala%20Lumpur,60,Standard visit (45-60 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.facebook.com/tapak.ft/posts/tapak-urban-street-dining-kini-di-stadium-bola-sepak-kuala-lumpur-cheras-buka-se/2105917736340161/,2026-07-20,0.200000,0.100000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.200000,6.037121,6.000000,6.745707,U1_equal_rating_review_zone
44,Aquaria KLCC,Entertainment,3.153344,101.713059,A,NO,NONE,NO,10:00,20:00,NO,4.300000,40567,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Aquaria%20KLCC%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,80.000000,https://tickets.aquariaklcc.com/,2026-07-20,0.900000,0.900000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.600000,9.193330,10.000000,9.264443,U1_equal_rating_review_zone
45,Petrosains,Entertainment,3.157528,101.711870,A,NO,NONE,NO,09:30,17:30,NO,4.600000,9312,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Petrosains%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,49.000000,https://petrosains.com.my/visit/admission-and-ticketing/,2026-07-20,0.900000,0.800000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.200000,7.918337,10.000000,9.039446,U1_equal_rating_review_zone
46,Planetarium Negara,Entertainment,3.139486,101.689303,B,NO,MON,NO,09:00,16:30,NO,4.000000,893,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Planetarium%20Negara%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.visitselangor.com/planetarium-negara-national-planetarium/,2026-07-20,0.800000,0.200000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.000000,5.887921,8.000000,7.295974,U1_equal_rating_review_zone
47,Berjaya Times Square Theme Park,Entertainment,3.142165,101.710564,A,NO,NONE,NO,12:00,21:00,NO,4.400000,14151,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Berjaya%20Times%20Square%20Theme%20Park%20Kuala%20Lumpur,300,Half-day attraction (300 min),Researcher-assigned benchmark estimate based on attraction type,90.000000,https://berjayatimessquarethemeparkkl.com/buy-online/,2026-07-20,0.800000,0.700000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,8.800000,8.280885,10.000000,9.026962,U1_equal_rating_review_zone
48,Perdana Botanical Gardens,Parks/Outdoor,3.143678,101.686073,B,NO,NONE,NO,05:30,22:00,NO,4.500000,27838,Google Maps,2026-07-20,https://www.google.com/maps/search/?api=1&query=Perdana%20Botanical%20Gardens%20Kuala%20Lumpur,120,Major attraction (120 min),Researcher-assigned benchmark estimate based on attraction type,0.000000,https://www.visitselangor.com/perdana-botanical-garden/,2026-07-20,0.100000,0.300000,Researcher-assigned benchmark estimate based on the dominant visit environment and visible cover,9.000000,8.867088,8.000000,8.622363,U1_equal_rating_review_zone
